Minister,Date,Schedule Time,Start Time,End Time,Title,Type,Portfolio,Location,Notes,Attendees Text,Attendees Names
Andrew Hoggard,6/6/2024,8:00 AM - 9:15 AM,8:00 AM,9:15 AM,BOP Regional Council - Waihi Estuary,MEET,Associate Environment,Bay of Plenty,,Event Attendees,
Andrew Hoggard,5/29/2024,5:30 PM - 6:00 PM,5:30 PM,6:00 PM,CH4 Global CEO,MEET,Food Safety,Parliament Buildings,,Steve Mellor,Steve Mellor
Andrew Hoggard,10/29/2024,12:00 PM - 1:00 PM,12:00 PM,1:00 PM,Charlie Duncan,MEET,Associate Agriculture,Palmerston North,,"Charlie Duncan, Officials",Charlie Duncan; Charlie Duncan
Andrew Hoggard,6/21/2024,1:00 PM - 2:00 PM,1:00 PM,2:00 PM,Co-Chair of Caulerpa Advisory Group,MEET,Biosecurity,Auckland,,Nicola MacDonald,Nicola MacDonald
Andrew Hoggard,5/15/2024,10:00 AM - 10:50 AM,10:00 AM,10:50 AM,Constellation Vineyard,MEET,Biosecurity,Marlborough,,NZWC Vineyards Representatives,
Andrew Hoggard,5/28/2024,5:15 PM - 6:30 PM,5:15 PM,6:30 PM,Crown-Iwi Accord with Tūwharetoa Māori Trust Board w/ Multiple Ministers,MEET,Associate Environment,Parliament Buildings,,"Crown-Iwi Accord, Tūwharetoa Māori Trust Board & Multiple Ministers",
Andrew Hoggard,9/10/2024,6:30 AM - 7:30 AM,6:30 AM,7:30 AM,Dairy NZ Board Members,MEET,Biosecurity,Wellington,,"Tracey Brown, Jim Van der Poel & Chris Lewis",Tracey Brown; Jim Van der Poel; Chris Lewis
Andrew Hoggard,5/31/2024,11:00 AM - 11:30 AM,11:00 AM,11:30 AM,Danone Representatives,MEET,Food Safety,Microsoft Teams Meeting,,Maria Venetoulis & Melanie Pauga,Maria Venetoulis; Melanie Pauga
Andrew Hoggard,6/27/2024,7:00 AM - 8:00 AM,7:00 AM,8:00 AM,Dr William Rolleston,MEET,Ministerial,Wellington,,Dr William Roleston,William Roleston; William Rolleston
Andrew Hoggard,5/22/2024,4:45 PM - 5:15 PM,4:45 PM,5:15 PM,Edwin Perry,MEET,Associate Agriculture,Parliament Buildings,,Edwin Perry,Edwin Perry
Andrew Hoggard,7/31/2024,4:45 PM - 5:05 PM,4:45 PM,5:05 PM,Environment,MEET,Associate Environment,Wellington,,Officials,
Andrew Hoggard,5/27/2024,4:00 PM - 4:30 PM,4:00 PM,4:30 PM,Environment Southland Chair and Chief Executive,MEET,Associate Environment,Parliament Buildings,,Nicol Horrell & Wilma Falconer,Nicol Horrell; Wilma Falconer
Andrew Hoggard,4/11/2024,10:00 AM - 10:30 AM,10:00 AM,10:30 AM,Environmental Defence Society Chief Operating Officer,MEET,Associate Environment,Microsoft Teams Meeting,,Shay Schlaepfer,Shay Schlaepfer
Andrew Hoggard,9/10/2024,12:15 PM - 1:00 PM,12:15 PM,1:00 PM,Executive Committee Meeting - Dairy Companies Association of New Zealand,MEET,Food Safety/ Biosecurity,Wellington,,Attendees,
Andrew Hoggard,4/26/2024,4:00 PM - 4:30 PM,4:00 PM,4:30 PM,Federated Farmers Vice President & Southland FF Board Members,MEET,Associate Environment,Microsoft Teams Meeting,,Colin Hurst & Southland FF Board Members,Colin Hurst
Andrew Hoggard,10/23/2024,12:00 PM - 12:30 PM,12:00 PM,12:30 PM,First Fresh NZ Ltd and Dana Kirkpatrick MP,MEET,Biosecurity,Wellington,,"Grant Walsh (CEO, First Fresh NZ) & Dana Kirkpatrick MP",Grant Walsh; Dana Kirkpatrick
Andrew Hoggard,4/29/2024,1:00 PM - 1:30 PM,1:00 PM,1:30 PM,Food & Fibre CoVE General Manager & Chair,MEET,Associate Agriculture,Parliament Buildings,,Paul Hollings & William Beetham,Paul Hollings; William Beetham
Andrew Hoggard,8/8/2024,11:30 AM - 12:00 PM,11:30 AM,12:00 PM,"Forest Owners Association - Elizabeth Heeg, CEO, Brendan Gould, Bio Manager & John Simmons, Bio Committee Chair",MEET,Biosecurity,Wellington,,Forest Owners Association & Officials,Elizabeth Heeg; Brendan Gould; John Simmons
Andrew Hoggard,9/17/2024,4:45 PM - 5:15 PM,4:45 PM,5:15 PM,FSANZ Board NZ Representatives,MEET,Food Safety,Wellington,,Attendees,
Andrew Hoggard,7/2/2024,12:00 PM - 12:30 PM,12:00 PM,12:30 PM,"Glen Neal & Jo Wills, LENZ",MEET,Associate Agriculture,Wellington,,"Glen Neal & Jo Wills, LENZ",Glen Neal; Jo Wills
Andrew Hoggard,5/24/2024,2:30 PM - 4:00 PM,2:30 PM,4:00 PM,Greg Cuttance,MEET,Biosecurity,Manawatu,,Greg Cuttance,Greg Cuttance
Andrew Hoggard,5/9/2024,4:00 PM - 4:45 PM,4:00 PM,4:45 PM,Groundswell Representatives & Mark Cameron,MEET,Associate Environment,Parliament Buildings,,Groundswell Representatives & Mark Cameron,Mark Cameron
Andrew Hoggard,4/30/2024,5:30 PM - 6:00 PM,5:30 PM,6:00 PM,Growing Future Farmers Representatives & Minister Patterson,MEET,Associate Agriculture,Parliament Buildings,,Growing Future Farmers & Minister Patterson,
Andrew Hoggard,9/23/2024,2:30 PM - 3:00 PM,2:30 PM,3:00 PM,"GS1 NZ (Peter Stephens, CEO)",MEET,Food Safetty,Wellington,,"GS1 NZ (Peter Stephens, CEO), Officials",Peter Stephens
Andrew Hoggard,10/16/2024,3:15 PM - 3:45 PM,3:15 PM,3:45 PM,"Helen Anderson, OSPRI",MEET,Biosecurity,Wellington,,Helen Anderson (OSPR),Helen Anderson; Helen Anderson
Andrew Hoggard,6/24/2024,4:00 PM - 4:30 PM,4:00 PM,4:30 PM,"Helen Beattie, Dr Lynn Simpson & Dr John Hellström",MEET,Associate Agriculture,Parliament Buildings,,"Helen Beattie, Dr Lynn Simpson & Dr John Hellström",Helen Beattie; Lynn Simpson; John Hellström
Andrew Hoggard,5/2/2024,10:30 AM - 10:55 AM,10:30 AM,10:55 AM,HelloFresh ANZ CEO & Country Manager,MEET,Food Safety,Parliament Buildings,,Tom Routledge & Claudia BaptistaFernandes,Tom Routledge; Claudia BaptistaFernandes
Andrew Hoggard,6/24/2024,2:00 PM - 2:45 PM,2:00 PM,2:45 PM,"Hon Chris Bishop, Hon Penny Simmonds & Hon Simon Watts",MEET,Associate Environment,Parliament Buildings,,Multiple Ministers,Chris Bishop; Penny Simmonds; Simon Watts
Andrew Hoggard,5/2/2024,7:30 AM - 8:30 AM,7:30 AM,8:30 AM,"Hon Chris Penk, Hon Mark Patterson & Hon Tama Potaka & Victoria University Proffessor",MEET,Associate Agriculture,Parliament Buildings,,"Multi Ministers, MPs, Victoria University Professor & Officials",Chris Penk; Mark Patterson; Tama Potaka
Andrew Hoggard,7/23/2024,4:30 PM - 5:00 PM,4:30 PM,5:00 PM,"Hon Christopher Picton, Minister for Health & Wellbeing, South Australia",MEET,Food Safety,Adelaide,,Minister Picton,Christopher Picton
Andrew Hoggard,7/26/2024,10:00 AM - 10:30 AM,10:00 AM,10:30 AM,"Hon Clare Scriven MLC, Minister for Primary Industries and Regional Development Minister for Forest Industries",MEET,Food Safety,Adelaide,,Hon Clare Scriven MLC,Clare Scriven
Andrew Hoggard,6/25/2024,8:00 PM - 8:30 PM,8:00 PM,8:30 PM,Hon David Seymour & Hon Penny Simmonds,MEET,Food Safety,Parliament Buildings,,"Multiple Ministers, Advisors & Officials",David Seymour; Penny Simmonds
Andrew Hoggard,6/10/2024,3:00 PM - 3:30 PM,3:00 PM,3:30 PM,"Hon David Seymour, Advisors & Officials",MEET,Food Safety,Microsoft Teams Meeting,,"Hon David Seymour, Advisors & Officials",David Seymour
Andrew Hoggard,5/2/2024,4:15 PM - 4:45 PM,4:15 PM,4:45 PM,Hon Ged Kearney,MEET,Food Safety,Video Conference,,Hon Ged Kearney,Ged Kearney
Andrew Hoggard,7/25/2024,7:30 AM - 8:30 AM,7:30 AM,8:30 AM,"Hon Ged Kearney MP, Assistant Minister for Health & Aged Care and Chair of the Food Ministers' Meeting",MEET,Food Safety,Adelaide,,Assistant Minister Kearney,Ged Kearney
Andrew Hoggard,5/20/2024,4:30 PM - 5:00 PM,4:30 PM,5:00 PM,Hon Penny Simmonds & Hon Mark Patterson,MEET,Food Safety,Parliament Buildings,,Multiple Ministers & Officials,Penny Simmonds; Mark Patterson
Andrew Hoggard,5/21/2024,8:45 AM - 9:00 AM,8:45 AM,9:00 AM,Hon Todd McClay,MEET,Associate Environment,Parliament Buildings,,Hon Todd McClay & Officials,Todd McClay
Andrew Hoggard,5/21/2024,9:00 AM - 9:30 AM,9:00 AM,9:30 AM,Hon Todd McClay & Hon Mark Patterson,MEET,Associate Environment,Parliament Buildings,,"Hon Todd McClay, Hon Mark Patterson & Officials",Todd McClay; Mark Patterson
Andrew Hoggard,5/28/2024,9:00 AM - 9:30 AM,9:00 AM,9:30 AM,Hon Todd McClay & Hon Mark Patterson,MEET,Associate Agriculture,Parliament Buildings,,"Hon Todd McClay, Hon Mark Patterson & Officials",Todd McClay; Mark Patterson
Andrew Hoggard,6/25/2024,8:30 AM - 9:00 AM,8:30 AM,9:00 AM,HORTUS Representatives,MEET,Associate Agriculture,Parliament Buildings,,Aaron Jay & Tahu Huntly,Aaron Jay; Tahu Huntly
Andrew Hoggard,8/28/2024,11:30 AM - 12:00 PM,11:30 AM,12:00 PM,HUHA- Carolyn Press-McKenzie & Bronwyn Green,MEET,Associate Agriculture,Wellington,,Huha Attendees & Officials,Carolyn Press-McKenzie; Bronwyn Green
Andrew Hoggard,6/27/2024,3:30 PM - 4:15 PM,3:30 PM,4:15 PM,Independent Chair of the review into the National Pest Management Plan for Bovine Tuberculosis,MEET,Biosecurity,Parliament Buildings,,Helen Anderson,Helen Anderson
Andrew Hoggard,8/8/2024,4:00 PM - 4:30 PM,4:00 PM,4:30 PM,"Malcolm Ellis, Fonterra",MEET,All,Wellington,,Malcolm Ellis & Officials,Malcolm Ellis
Andrew Hoggard,5/13/2024,11:00 AM - 12:00 PM,11:00 AM,12:00 PM,"Margaret Kouvelis, James Nixon & Kain Nixon",MEET,Associate Agriculture,Awahuri,,"Margaret Kouvelis, James Nixon & Kain Nixon",Margaret Kouvelis; James Nixon; Kain Nixon
Andrew Hoggard,7/22/2024,9:30 AM - 10:00 AM,9:30 AM,10:00 AM,"Mark Wynne, Chairman, Alliance Group",MEET,Associate Agriculture,Wellington,,Mark Wynne,Mark Wynne
Andrew Hoggard,7/29/2024,2:00 PM - 2:30 PM,2:00 PM,2:30 PM,"Matt Dolan, CEO & Marie Taylor, Board Chair, NZPPI",MEET,Biosecurity,Wellington,,Matt Dolan & Marie Taylor,Matt Dolan; Marie Taylor
Andrew Hoggard,8/29/2024,10:30 AM - 11:15 AM,10:30 AM,11:15 AM,"Matthew Stone, NAWAC",MEET,Associate Agriculture,Wellington,,Matthew Stone & Officials,Matthew Stone
Andrew Hoggard,6/11/2024,9:30 AM - 10:00 AM,9:30 AM,10:00 AM,MFAT Representative,MEET,Ministerial,Microsoft Teams Meeting,,MFAT Official,
Andrew Hoggard,10/24/2024,11:45 AM - 12:15 PM,11:45 AM,12:15 PM,"Michelle Sands, GM Strategy & Policy and Kate Scott, CE Horticuture NZ",MEET,Associate Environment,Wellington,,"GM Strategy & Policy and Kate Scott (CE, Horticulture NZ)",Michelle Sands; Kate Scott
Andrew Hoggard,4/30/2024,5:00 PM - 5:15 PM,5:00 PM,5:15 PM,Mike Butterick MP,MEET,Ministerial,Parliament Buildings,,Mike Butterick,Mike Butterick
Andrew Hoggard,4/2/2024,5:30 PM - 6:15 PM,5:30 PM,6:15 PM,"Minister Bishop, Minister Simmonds & Minister McClay",MEET,Associate Environment,Teams Meeting,,"Multiple Ministers, Advisors & Officials",Bishop; Simmonds; McClay
Andrew Hoggard,10/22/2024,8:30 PM - 9:00 PM,8:30 PM,9:00 PM,Minister Brown,MEET,Biosecurity,Wellington,,Minister Brown,Brown
Andrew Hoggard,10/22/2024,12:00 PM - 12:30 PM,12:00 PM,12:30 PM,Minister Costello,MEET,Biosecurity,Wellington,,Minister Costello,Costello
Andrew Hoggard,10/25/2024,10:00 AM - 10:40 AM,10:00 AM,10:40 AM,Minister Luo Wen,MEET,Food Safety,Cromwell,,"Minister Luo Wen (China), MPI Officials",Luo Wen
Andrew Hoggard,8/29/2024,12:30 PM - 1:00 PM,12:30 PM,1:00 PM,Minister McClay,MEET,Food Safety,Wellington,,Minister McClay & Officials,McClay
Andrew Hoggard,8/29/2024,12:00 PM - 12:30 PM,12:00 PM,12:30 PM,Minister McClay and Ngāti Kahungunu ki Wairarapa Tāmaki-nui-a-Rua Settlement Trust re Taratahi,MEET,Associate Agriculture,Wellington,,Minister McCLay & Ngāti Kahungunu ki Wairarapa Tāmaki-nui-a Rua Settlement Trust & Officials,McClay
Andrew Hoggard,8/1/2024,3:30 PM - 4:00 PM,3:30 PM,4:00 PM,Minister Patterson & Agricademy,MEET,Associate Agriculture,Wellington,,"Minister Patterson, Alister Shennan, CEO, Agricademy",Alister Shennan
Andrew Hoggard,9/11/2024,3:15 PM - 3:45 PM,3:15 PM,3:45 PM,Minister Patterson & Rob Phillips,MEET,Biosecurity,Wellington,,Minister Patterson & Rob Phillips & Officials,Rob Phillips
Andrew Hoggard,8/7/2024,4:30 PM - 5:00 PM,4:30 PM,5:00 PM,"Minister Patterson, Minister Grigg & Advisor - Minister McClay",MEET,Associate Agriculture,Wellington,,Ministers & Officials,Patterson; Grigg
Andrew Hoggard,9/10/2024,4:45 PM - 5:45 PM,4:45 PM,5:45 PM,"Minister Patterson, Simon Court & West Coast Mayors",MEET,Associate Environment,Wellington,,"Minister Patterson, Simon Court & West Coast Mayors",Simon Court
Andrew Hoggard,8/7/2024,8:00 AM - 8:30 AM,8:00 AM,8:30 AM,Minister Potaka,MEET,Biosecurity,Wellington,,Minister Potaka & Officials,Potaka
Andrew Hoggard,9/24/2024,5:00 PM - 5:30 PM,5:00 PM,5:30 PM,Minister Reti & Minister Potaka,MEET,Biosecurity,Wellington,,Ministers Reti & Potaka & Officials,Reti; Potaka
Andrew Hoggard,8/6/2024,6:00 PM - 6:15 PM,6:00 PM,6:15 PM,Minister Simmonds,MEET,Associate Agriculture,Wellington,,Minister Simmonds & Officials,Simmonds
Andrew Hoggard,9/18/2024,3:15 PM - 3:45 PM,3:15 PM,3:45 PM,Minister Simmonds,MEET,Associate Environment,Wellington,,Minister Simmonds & Officials,Simmonds
Andrew Hoggard,4/18/2024,5:00 PM - 5:20 PM,5:00 PM,5:20 PM,Minister Stanford,MEET,Associate Agriculture,Phone Call,,Minister Stanford,Stanford
Andrew Hoggard,4/10/2024,5:15 PM - 5:45 PM,5:15 PM,5:45 PM,Minister Watts,MEET,Biosecurity,Parliament Buildings,,"Minister Watts, Officials & Advisors",Watts
Andrew Hoggard,8/7/2024,5:15 PM - 5:45 PM,5:15 PM,5:45 PM,Minister Willis,MEET,Biosecurity,Wellington,,Minister Willis & Officials,Willis
Andrew Hoggard,8/27/2024,6:00 PM - 7:00 PM,6:00 PM,7:00 PM,Ministerial Freshwater,MEET,Associate Environment,Wellington,,Ministers & Officials,
Andrew Hoggard,6/27/2024,10:15 AM - 11:00 AM,10:15 AM,11:00 AM,Ministerial Group Meeting,MEET,Ministerial,Parliament Buildings,,Multiple Ministers,
Andrew Hoggard,9/26/2024,11:00 AM - 11:30 AM,11:00 AM,11:30 AM,Ministers Jones and Grigg with Horticulture NZ,MEET,Associate Environment,Welington,,"Ministers Jones, Grigg, Hort NZ & Officials",Jones; Grigg
Andrew Hoggard,8/6/2024,5:30 PM - 6:00 PM,5:30 PM,6:00 PM,Ministers McClay and Simmonds,MEET,Associate Environment,Wellington,,Ministers McClay & Simmonds & Officials,McClay; Simmonds
Andrew Hoggard,8/8/2024,3:00 PM - 3:45 PM,3:00 PM,3:45 PM,"Ministers McClay, Potaka, Watts & Patterson",MEET,Associate Agriculture,Wellington,,Ministers & Officials,McClay; Potaka; Watts; Patterson
Andrew Hoggard,9/24/2024,7:30 PM - 8:15 PM,7:30 PM,8:15 PM,Ministers Seymour & Simmonds,MEET,Food Safety,Wellington,,Ministers Seymour & Simmonds & Officials,Seymour; Simmonds
Andrew Hoggard,10/22/2024,7:30 PM - 8:30 PM,7:30 PM,8:30 PM,Ministers Seymour and Simmonds,MEET,Associate Agriculture,Wellington,,Ministers Seymour & Simmonds,Seymour; Simmonds
Andrew Hoggard,9/26/2024,9:00 AM - 10:00 AM,9:00 AM,10:00 AM,Ministers Upston and Patterson,MEET,Associate Agriculture,Wellington,,"Ministers Upston, Patterson & Officials",Upston; Patterson
Andrew Hoggard,4/18/2024,1:00 PM - 1:15 PM,1:00 PM,1:15 PM,"MoT Acting CE, DIA CEO, MPI CEO and Hon Simeon Brown",MEET,Assoicate Agriculture,Microsoft Teams Meeting,,"David Wood, Paul James, Ray Smith, and Hon Simeon Brown",David Wood; Paul James; Ray Smith; Simeon Brown
Andrew Hoggard,10/24/2024,10:00 AM - 10:30 AM,10:00 AM,10:30 AM,MPI & MFAT Officials,MEET,Food Safety,Wellington,,Officials,
Andrew Hoggard,8/15/2024,8:15 PM - 8:45 PM,8:15 PM,8:45 PM,Multi Ministers,MEET,Food Safety,Phone,,Relevant Ministers,
Andrew Hoggard,4/29/2024,5:15 PM - 6:00 PM,5:15 PM,6:00 PM,Multiple Ministers,MEET,Associate Agriculture,Parliament Buildings,,Multiple Ministers & Advisors,
Andrew Hoggard,6/26/2024,7:45 PM - 8:30 PM,7:45 PM,8:30 PM,Multiple Ministers,MEET,Associate Agriculture,Parliament Buildings,,Multiple Ministers,
Andrew Hoggard,6/27/2024,11:30 AM - 12:00 PM,11:30 AM,12:00 PM,Natural Health Products NZ Government Affairs Director & Capital GR Representative,MEET,Food Safety,Parliament Buildings,,Samantha Gray & Ben Thomas,Samantha Gray; Ben Thomas
Andrew Hoggard,6/26/2024,3:15 PM - 3:45 PM,3:15 PM,3:45 PM,NAWAC Chair,MEET,Associate Agriculture,Parliament Buildings,,Mat Stone,Mat Stone
Andrew Hoggard,7/5/2024,1:30 PM - 3:00 PM,1:30 PM,3:00 PM,Neil Aitken,MEET,Biosecurity,Waipukurau,,Neil Aitken,Neil Aitken
Andrew Hoggard,6/21/2024,9:00 AM - 10:15 AM,9:00 AM,10:15 AM,Ngati Te Ata Representatives & Other Horticulture Representatives,MEET,Associate Environment,Pukekohe,,Ngati Te Ata Representatives,
Andrew Hoggard,4/11/2024,11:30 AM - 12:00 PM,11:30 AM,12:00 PM,"NZ Apples and Pears CEO, Biosecurity Manager & Board Chair",MEET,Associate Agriculture,Parliament Buildings,,"Karen Morrish, Rachel Masters & Lesley Wilson",Karen Morrish; Rachel Masters; Lesley Wilson
Andrew Hoggard,4/10/2024,3:15 PM - 3:45 PM,3:15 PM,3:45 PM,NZ Beef + Lamb Chair & General Manager Policy,MEET,Associate Environment,Parliament Buildings,,Kate Acland & Dave Harrison,Kate Acland; Dave Harrison
Andrew Hoggard,4/8/2024,9:30 AM - 10:00 AM,9:30 AM,10:00 AM,"NZ Beekeeping Inc President, Vice President & Representatives",MEET,Biosecurity,Parliament Buildings,,Jane Lorimer & Cameron Martin,Jane Lorimer; Cameron Martin
Andrew Hoggard,9/26/2024,3:30 PM - 4:00 PM,3:30 PM,4:00 PM,NZ Champions (Trust Executive Director),MEET,Food Safety,Wellington,,NZ Champions (Trust Executive Director) & Officials,
Andrew Hoggard,4/11/2024,4:15 PM - 4:45 PM,4:15 PM,4:45 PM,NZ Fieldays Society CEO,MEET,Associate Agriculture,L1 Library meeting room; Room 013,,Peter Nation,Peter Nation
Andrew Hoggard,5/8/2024,11:30 AM - 12:00 PM,11:30 AM,12:00 PM,NZ Rodeo Cowboys Association,MEET,Associate Agriculture,Parliament Buildings,,NZ Rodeo Cowboys Association Representatives,
Andrew Hoggard,8/8/2024,10:30 AM - 11:00 AM,10:30 AM,11:00 AM,NZPork- Brent Kleiss (CE) & Dr Kirsty Chidgey (Animal Welfare Science Advisor),MEET,Associate Agriculture,Wellington,,NZ Pork Attendees & Officials,Brent Kleiss; Kirsty Chidgey
Andrew Hoggard,5/9/2024,3:30 PM - 4:00 PM,3:30 PM,4:00 PM,Onside Intelligence CEO & Head of Partnerships,MEET,Biosecurity,Parliament Buildings,,Ryan Higgs & Ben Brown,Ryan Higgs; Ben Brown
Andrew Hoggard,10/23/2024,11:00 AM - 11:30 AM,11:00 AM,11:30 AM,Organics Aotearoa NZ & Minister Patterson,MEET,Food Safety,Wellington,,"Tiffany Tompkins (CEO, OANZ) & Minister Patterson",Tiffany Tompkins
Andrew Hoggard,7/5/2024,8:30 AM - 10:00 AM,8:30 AM,10:00 AM,OSPRI - Simon Andrew and local staff,MEET,Biosecurity,Hastings,,Simon Andrew and Staff,Simon Andrew
Andrew Hoggard,5/22/2024,10:30 AM - 11:00 AM,10:30 AM,11:00 AM,Pāmu Farms of NZ- CEO & Digital Officer,MEET,Associate Environment,Parliament Buildings,,Tammy Lemire & Mark Leslie,Tammy Lemire; Mark Leslie
Andrew Hoggard,6/20/2024,8:15 AM - 8:45 AM,8:15 AM,8:45 AM,Parliamentary Commissioner for the Environment Representatives,MEET,Associate Environment,Parliament Buildings,,Simon Upton & Other Representatives,Simon Upton
Andrew Hoggard,5/20/2024,5:00 PM - 5:30 PM,5:00 PM,5:30 PM,"Parliamentary Commissioner for the Environment, Hon Penny Simmonds & Hon Mark Patterson",MEET,Associate Environment,Parliament Buildings,,Simon Upton & Multiple Ministers,Simon Upton; Penny Simmonds; Mark Patterson
Andrew Hoggard,5/6/2024,1:00 PM - 1:30 PM,1:00 PM,1:30 PM,PBB CEO,MEET,Biosecurity,Parliament Buildings,,Harry Faas,Harry Faas
Andrew Hoggard,10/10/2024,10:00 AM - 10:15 AM,10:00 AM,10:15 AM,"Phone call with Councillor Kevin Malcolm, Otago Regional Council",MEET,Associate Environment,Phone,,Councillor Kevin Malcolm,Kevin Malcolm
Andrew Hoggard,8/5/2024,3:45 PM - 4:00 PM,3:45 PM,4:00 PM,Phone meeting with Assistant Minister Kearney,MEET,Food Safety,Wellington,,"Assistant Minister Kearney, Australia",Kearney
Andrew Hoggard,9/12/2024,2:45 PM - 3:30 PM,2:45 PM,3:30 PM,Plant & Food Research,MEET,Ministerial,Palmerston North,,Event Attendees,
Andrew Hoggard,6/6/2024,12:50 PM - 1:00 PM,12:50 PM,1:00 PM,Port of Tauranga,MEET,Biosecurity,Mt Maunganui,,Event Attendees,
Andrew Hoggard,6/6/2024,1:00 PM - 3:00 PM,1:00 PM,3:00 PM,Port of Tauranga Acting CE & GM Property,MEET,Biosecurity,Mt Maunganui,,Simon Kebbell & Dan Kneebone,Simon Kebbell; Dan Kneebone
Andrew Hoggard,6/7/2024,3:10 PM - 3:55 PM,3:10 PM,3:55 PM,Potatoes NZ Chief Executive,MEET,Biosecurity,Tauranga,,Kate Truffit,Kate Truffit
Andrew Hoggard,5/27/2024,10:00 AM - 10:30 AM,10:00 AM,10:30 AM,Poultry Industry of NZ Executive Director,MEET,Biosecurity,Parliament Buildings,,Michael Brooks,Michael Brooks
Andrew Hoggard,8/5/2024,9:30 AM - 10:00 AM,9:30 AM,10:00 AM,Predator Free NZ Trust- Jessi Morgan (CEO),MEET,Biosecurity,Wellington,,"Jessi Morgan, CEO & Officiala",Jessi Morgan
Andrew Hoggard,5/9/2024,10:30 AM - 11:00 AM,10:30 AM,11:00 AM,QCONZ Representatives,MEET,Associate Environment,Parliament Buildings,,Justin Moss & Josh Wheeler,Justin Moss; Josh Wheeler
Andrew Hoggard,6/24/2024,4:45 PM - 5:15 PM,4:45 PM,5:15 PM,QEII National Trust Chief Executive,MEET,Associate Environment,Parliament Buildings,,Dan Coup,Dan Coup; Liz Oliver
Andrew Hoggard,5/22/2024,11:30 AM - 12:00 PM,11:30 AM,12:00 PM,Reconnecting Northland Representatives,MEET,Associate Environment,Parliament Buildings,,Eamon Nathan & Chair Liz Oliver,Eamon Nathan
Andrew Hoggard,4/29/2024,2:00 PM - 2:45 PM,2:00 PM,2:45 PM,Representatives from Multiple Dairy Companies,MEET,Associate Environment,Microsoft Teams Meeting,,Representatives from Multiple Dairy Companies,
Andrew Hoggard,10/23/2024,4:45 PM - 5:15 PM,4:45 PM,5:15 PM,"Richard Barge, Chair, NZIHA",MEET,Food Safety,Wellington,,NZHIA Chair,Richard Barge
Andrew Hoggard,5/2/2024,11:30 AM - 12:00 PM,11:30 AM,12:00 PM,Richard McDowell,MEET,Associate Environment,Parliament Buildings,,Richard McDowell,Richard McDowell
Andrew Hoggard,9/12/2024,10:30 AM - 11:00 AM,10:30 AM,11:00 AM,Rock On and Freyberg High School,MEET,Ministerial,Palmerston North,,Event Attendees,
Andrew Hoggard,7/22/2024,1:00 PM - 1:30 PM,1:00 PM,1:30 PM,SAFE- Debra Ashton (CEO) & Dr. John Hellstrom (Former Chair of NAWAC),MEET,Associate Agriculture,Welklington,,Debra Ashnton and Dr John Hellstrom,
Andrew Hoggard,8/28/2024,4:45 PM - 5:15 PM,4:45 PM,5:15 PM,"Sam McIvor, Chief Executive, OSPRI",MEET,Biosecurity,Wellington,,Sam McIvor & Officials,
Andrew Hoggard,10/24/2024,11:00 AM - 11:30 AM,11:00 AM,11:30 AM,"Samantha Gray, Natural Health Products NZ",MEET,Food Safety,Wellington,,Government Affairs Director (NHPNZ),
Andrew Hoggard,6/26/2024,12:30 PM - 1:15 PM,12:30 PM,1:15 PM,Simon Court & Federated Farmers Representatives,MEET,Associate Environment,Teams Meeting,,Simon Court & Federated Farmers Representatives,
Andrew Hoggard,5/6/2024,2:00 PM - 2:20 PM,2:00 PM,2:20 PM,SNIBG Committee Members,MEET,Biosecurity,Parliament Buildings,,SNIBG Committee Members,
Andrew Hoggard,6/26/2024,11:40 AM - 12:10 PM,11:40 AM,12:10 PM,SPCA Representatives,MEET,Associate Agriculture,Teams Meeting,,SPCA Representatives,
Andrew Hoggard,8/8/2024,9:30 AM - 10:00 AM,9:30 AM,10:00 AM,The Nature Conservancy- Erik Van Eyndhoven (Director of Conservation) & Abbie Reynolds (Country Director),MEET,Associate Environment,Wellington,,Nature Conservancy Attendees & Officials,
Andrew Hoggard,5/23/2024,11:30 AM - 12:00 PM,11:30 AM,12:00 PM,Thriving Southland Chair & Project Lead,MEET,Associate Environment,Parliament Buildings,,Richard Kyte & Jeff Grant,
Andrew Hoggard,7/22/2024,4:30 PM - 5:00 PM,4:30 PM,5:00 PM,Tim Dangan,MEET,Associate Agriculture,Wellington,,Tim Dangan,
Andrew Hoggard,9/11/2024,11:30 AM - 12:00 PM,11:30 AM,12:00 PM,"Tim Montgomery (BVMS), Angelo Vasili, Owner - Randlab NZ Ltd & Stuart Wilson",MEET,Food Safety,Wellington,,"Tim Montgomery, Angelo Vasili & Stuart Wilson & Officials",
Andrew Hoggard,6/7/2024,4:00 PM - 4:45 PM,4:00 PM,4:45 PM,TMBC Co-chairs,MEET,Biosecurity,Tauranga,,Beccy Ganley & Carlton Bidois,
Andrew Hoggard,5/3/2024,1:00 PM - 3:00 PM,1:00 PM,3:00 PM,Trans Tasman Food Ministers' Meeting,MEET,Food Safety,Video Conference,,Event Attendees,
Andrew Hoggard,5/29/2024,3:30 PM - 4:00 PM,3:30 PM,4:00 PM,Transporting NZ & Federated Farmers Representatives,MEET,Associate Agriculture,Parliament Buildings,,Transporting NZ & Federated Farmers Representatives,
Andrew Hoggard,4/10/2024,11:00 AM - 11:30 AM,11:00 AM,11:30 AM,Vetlife Managing Director,MEET,Associate Agriculture,Parliament Buildings,,Dr Adrian Campbell,
